id,title,year,gross
3782394,"High Tech, Low Life",2012,3032
3782542,Higher Ground,2011,841206
3786817,Hit and Run,2012,13746550
3786927,Hit So Hard,2011,30402
3787022,Hitchcock,2012,6008677
3789576,Holla II,2013,41537
3790838,Holy Rollers,2010,302886
3791835,Home Run,2013,2859955
3792142,Homecoming,2009,8500000
3792226,Homefront,2013,19783777
3792381,Homeless for the Holidays,2009,31477
3794267,Hoodwinked Too! Hood vs. Evil,2011,10143779
3794679,Hop,2011,108085305
3794990,Hope Springs,2012,63536011
3795572,Horns,2013,164480
3795788,Horrible Bosses,2011,117538559
3797828,Hot Tub Time Machine,2010,50287556
3798162,Hotel for Dogs,2009,73034460
3798379,Hotel Transylvania,2012,148313048
3798787,House at the End of the Street,2012,31611916
3799072,House of Good and Evil,2013,560000
3800044,How Do You Know,2010,30212620
3800258,How I Got Lost,2009,55000
3800496,"How Much Does Your Building Weigh, Mr Foster?",2010,12743
3801368,How to Grow a Band,2011,19237
3801457,How to Live Forever,2009,58764
3801576,How to Make Money Selling Drugs,2012,1500000
3801834,How to Survive a Plague,2012,132055
3801896,How to Train Your Dragon,2010,217581231
3802305,Howl,2010,617334
3803574,Hugo,2011,73864507
3804594,Hummingbird,2013,34956
3804685,Humpday,2009,406943
3808433,I Am,2010,1571355
3808689,I Am Divine,2013,63661
3809023,I Am Number Four,2011,55100437
3809597,I Can Do Bad All by Myself,2009,51733921
3810297,I Don't Know How She Does It,2011,9659074
3811153,I Hate Valentine's Day,2009,10060
3811373,I Hope They Serve Beer in Hell,2009,1425993
3811543,I Kissed a Vampire,2010,1380
3812422,I Love You Phillip Morris,2009,2035566
3812456,"I Love You, Beth Cooper",2009,14793904
3812480,"I Love You, Man",2009,71440011
3812683,I Melt with You,2011,4795
3813863,I Spit on Your Grave,2010,93051
3813864,I Spit on Your Grave 2,2013,441
3814296,I Used to Be Darker,2013,21964
3814720,I Want Your Money,2010,425899
3814950,I Will Follow,2010,360000
3815811,I'm in Love with a Church Girl,2013,2380405
3816173,I'm Still Here,2010,408719
3817112,Ice Age: Continental Drift,2012,161321843
3817119,Ice Age: Dawn of the Dinosaurs,2009,196573705
3818708,Identity Thief,2013,134506920
3819191,If a Tree Falls: A Story of the Earth Liberation Front,2011,61794
3819308,If I Die Tonight,2009,20175
3819744,If You Build It,2013,4949
3826695,Imagine That,2009,16088610
3827186,Immigration Tango,2010,23812
3827319,Immortals,2011,83504017
3828635,In a World...,2013,2962542
3830358,In My Sleep,2010,57190
3831122,In Secret,2013,420266
3831937,In the Family,2011,15724
3832247,In the Land of Blood and Honey,2011,303877
3833361,In Time,2011,37553932
3833841,In/Significant Others,2009,3763
3833970,InAPPropriate Comedy,2013,156414
3834303,Inception,2010,292576195
3836112,Inequality for All,2013,1205079
3837056,Inglourious Basterds,2009,120540719
3837173,Inhale,2010,4115
3837724,Inkubus,2011,81600
3839322,Inside Job,2010,4312735
3839352,Inside Llewyn Davis,2013,13235319
3839992,Insidious,2010,54009150
3839998,Insidious: Chapter 2,2013,83586447
3840017,InSight,2011,17011
3840267,InSpectres,2013,2175
3841296,Interior. Leather Bar.,2013,40862
3842898,Into the Abyss,2011,216262
3843707,Intruders,2011,69136
3844129,Inventing Our Life: The Kibbutz Experiment,2010,14413
3844293,Invictus,2009,37491364
3845457,Irene in Time,2009,194316
3845934,Iron Man 2,2010,312433331
3845947,Iron Man Three,2013,409013994
3848107,Isso Me Atormenta!,2010,2200548
3848641,It Felt Like Love,2013,31173
3849333,It's a Disaster,2012,38100
3849837,It's Complicated,2009,112735375
3850077,It's Kind of a Funny Story,2010,6350058
3852586,J. Edgar,2011,37306030
3853059,Jack & Diane,2012,1041
3853201,Jack and Jill,2011,74158157
3853358,Jack Goes Boating,2010,538808
3853549,Jack Reacher,2012,80070736
3853643,Jack the Giant Slayer,2013,65187603
3853939,Jackass 3D,2010,117224271
3855489,Jake Squared,2013,1681
3855966,Jamel Shabazz Street Photographer,2013,17378
3856841,Jane Eyre,2011,11242660
3858654,Jayne Mansfield's Car,2012,14376
3860168,Jean-Michel Basquiat: The Radiant Child,2010,256242
3860781,"Jeff, Who Lives at Home",2011,4244155
3861387,Jennifer's Body,2009,16204793
3862180,Jerusalem,2013,7993108
3862779,Jesus Henry Christ,2011,20183
3863442,Jewtopia,2012,45660
3864399,Jim,2010,13015
3864680,Jimi: All Is by My Side,2013,323032
3864869,Jimmy P.,2013,23220
3865492,Jiro Dreams of Sushi,2011,4139305
3866062,Joan Rivers: A Piece of Work,2010,2927972
3866264,Jobs,2013,16117443
3866406,Jodorowsky's Dune,2013,646512
3866458,Joe,2013,373375
3867391,John Carter,2012,73078100
3867464,John Dies at the End,2012,141307
3868233,Johnny English Reborn,2011,8305970
3869129,Jonah Hex,2010,10539414
3869174,Jonas Brothers: The 3D Concert Experience,2009,19161363
3870644,Journey 2: The Mysterious Island,2012,103860290
3870982,Journey to the South Pacific,2013,7616590
3871340,Joyful Noise,2012,30920167
3872223,Judy Moody and the Not Bummer Summer,2011,15000994
3873178,Julie & Julia,2009,94125426
3873784,Jumping the Broom,2011,37295394
3874987,Just 45 Minutes from Broadway,2012,115771
3875663,Just Go with It,2011,103028109
3876197,Just Say Love,2009,3898
3876414,Just Wright,2010,21520719
3876596,Justice Is Mind,2013,1570
3876757,Justin Bieber's Believe,2013,884857
3876783,Justin Bieber: Never Say Never,2011,73013910
3877810,K2: Siren of the Himalayas,2012,6947
3878299,Kaboom,2010,116478
3886770,Katy Perry: Part of Me,2012,25240988
3888197,Keep the Lights On,2012,245138
3890609,Kevin Hart: Laugh at My Pain,2011,7706436
3890610,Kevin Hart: Let Me Explain,2013,32244051
3892171,Kick-Ass,2010,48071303
3892172,Kick-Ass 2,2013,28795985
3892809,Kids for Cash,2013,91512
3893761,Kill the Irishman,2011,2478156
3893836,Kill Your Darlings,2013,1029949
3894137,Killer Joe,2011,1987762
3894372,Killers,2010,47059963
3894637,Killing Season,2013,27713
3894673,Killing Them Softly,2012,15026056
3895182,Kimjongilia,2009,2820
3896452,King's Faith,2013,90106
3896759,Kings of Pastry,2009,336174
3898158,Kiss of the Damned,2012,14325
3900027,Knight and Day,2010,76423035
3900134,Knights of Badassdom,2013,86796
3900693,Knowing,2009,79957634
3901091,Koch,2012,342212
3908001,Kumaré,2011,131417
3908349,Kung Fu Panda 2,2011,165249063
3912175,L!fe Happens,2011,2000000
3922435,La danse,2009,531762
3928522,La Mission,2009,1040000
3929411,La navaja de Don Juan,2013,3830
3937337,Labor Day,2013,13362308
3940439,Land of the Lost,2009,49438370
3940961,Language of a Broken Heart,2011,40293
3941486,Larger Than Life in 3D,2009,246042
3941618,Larry Crowne,2011,35608245
3943240,Last Call at the Oasis,2011,40846
3943445,Last Day of Summer,2009,45300
3943484,Last Days Here,2011,6695
3943594,Last Flight of the Champion,2013,2220
3943895,Last Night,2010,98986
3944095,Last Ounce of Courage,2012,3310439
3944504,Last Vegas,2013,63914167
3946297,Law Abiding Citizen,2009,73343413
3946424,Lawless,2012,37400127
3946609,Lay the Favorite,2012,20998
3956264,Leap Year,2010,25918920
3956496,Least Among Saints,2012,28026
3956782,Leaves of Grass,2009,68009
3956965,"Lebanon, Pa.",2010,48381
3958218,Legend of the Guardians: The Owls of Ga'Hoole,2010,55675313
3958338,Legendary,2010,191875
3958439,Legends of Oz: Dorothy's Return,2013,8462027
3958529,Legion,2010,40168080
3960169,Leonie!,2011,53692
3963463,Les Misérables,2012,148809770
3966493,Let Fury Have the Hour,2012,3386
3966721,Let Me In,2010,12134420
3966870,Let the Fire Burn,2013,59033
3968096,Letters to God,2010,2848578
3968100,Letters to Juliet,2010,53032453
3968586,Leviathan,2012,1092800
3968611,Levitated Mass,2013,9009
3969470,Liberal Arts,2012,317190
3971274,Life as We Know It,2010,53374681
3971442,Life During Wartime,2009,278821
3971543,Life in a Day,2011,247215
3972006,Life of a King,2013,5709
3972053,Life of Crime,2013,261695
3972083,Life of Pi,2012,124987023
3974127,Like Crazy,2011,3413908
3974132,Like Dandelion Dust,2009,352810
3975282,Limelight,2011,59654
3975395,Limitless,2011,79249455
3975552,Lincoln,2012,182207973
3975792,Line of Duty,2013,53668
3976215,Linsanity,2013,302645
3977588,Little Birds,2011,16590
3977980,Little Fockers,2010,148383780
3979198,Littlerock,2010,13927
3981395,Lo imposible,2012,19019882
3982253,Locke,2013,1361423
3982680,Logan,2010,10474
3982959,LOL,2012,46500
3983079,Lola Versus,2012,251913
3983359,London Boulevard,2010,6911
3983687,Lone Survivor,2013,125095601
3984100,Long Distance Revolutionary: A Journey with Mumia Abu-Jamal,2012,35806
3984385,Long Shot: The Kevin Laue Story,2012,28449
3985805,Looper,2012,66486205
3985988,Loosies,2011,3318
3989173,Lost and Found in Armenia,2012,120480
3989232,Lost Angels: Skid Row Is My Home,2010,11488
3989279,Lost Bohemia,2010,23584
3989754,Lost in the Future,2011,1165
3990325,Lost Woods,2012,58240
3990602,Lottery Ticket,2010,24708699
3990794,Louder Than a Bomb,2010,40362
3991247,Love & Other Drugs,2010,32367005
3991719,Love and Other Impossible Pursuits,2009,20585
3992300,Love Etc.,2010,10840
3992470,Love Happens,2009,22927390
3993842,Love Ranch,2010,134904
3994924,"Love, Wedding, Marriage",2011,1378
3995106,Lovelace,2013,356582
3995864,Low: Movie - How to Quit Smoking,2013,8475
3997265,Lucky Them,2013,32853
3999678,LUV,2012,138634
4002857,MacGruber,2010,8460995
4002931,Machete,2010,26593646
4002938,Machete Kills,2013,8008161
4003045,Machine Gun Preacher,2011,538690
4003827,Madagascar 3: Europe's Most Wanted,2012,216391482
4004515,Made in Cleveland,2013,9873
4004745,Madea Goes to Jail,2009,90485233
4004754,Madea's Big Happy Family,2011,53345287
4004760,Madea's Witness Protection,2012,65653242
4006417,Magic Mike,2012,113721571
4006542,Magic Trip: Ken Kesey's Search for a Kool Place,2011,153943
4007997,Maidentrip,2013,67705
4008267,Main Street,2010,2560
4009389,Make Your Move,2013,122293
4010464,Making the Boys,2011,33443
4013398,Man of Steel,2013,291045518
4013403,Man of Tai Chi,2013,100144
4013477,Man on a Ledge,2012,18620000
4013479,Man on a Mission: Richard Garriott's Road to the Stars,2010,8548
4015240,Maniac,2012,20551
4016350,Mansome,2012,18395
4018190,Margaret,2011,46495
4018347,Margin Call,2011,5354039
4019601,Marina Abramovic: The Artist Is Present,2012,86217
4020638,Marley,2012,1412124
4020695,Marmaduke,2010,33644788
4021253,Mars Needs Moms,2011,21379315
4021536,Martha Marcy May Marlene,2011,2981638
4022327,Marwencol,2010,112036
4026509,"Max Anderson, Private Eye",2013,1855
4026745,Max Rose,2013,56365
4027198,May in the Summer,2013,22004
4030022,Medeas,2013,5895
4030506,Meek's Cutoff,2010,977600
4030584,Meerkats,2011,767700
4030783,Meet Monica Velour,2010,31649
4031138,Meeting Evil,2012,181
4031450,Megamind,2010,148415853
4034684,Men in Black 3,2012,179020854
4035604,Mental,2012,17346
4036230,Mercy,2009,5096
4037812,Metallica Through the Never,2013,3419967
4041620,Middle Men,2009,723714
4041627,Middle of Nowhere,2012,78030
4041696,Midget Zombie Takeover,2013,11000
4041948,Midnight in Paris,2011,56816662
4046150,Mine,2009,11283
4047659,Miral,2010,371352
4048040,Mirror Mirror,2012,64935167
4048442,Mischief Night,2013,130000
4049387,Miss March,2009,4542775
4050537,Mission: Impossible - Ghost Protocol,2011,209397903
4050590,Missionary,2013,2120
4050841,Mistaken for Strangers,2013,137460
4056702,Money for Nothing,2013,43213
4056879,Moneyball,2011,75605492
4057413,Monogamy,2010,20202
4058373,Monsters University,2013,268492764
4058375,Monsters vs. Aliens,2009,198351526
4058624,Monte Carlo,2011,23186769
4058921,Monumental: In Search of America's National Treasure,2012,177729
4059514,Moonrise Kingdom,2012,45512466
4059719,Mooz-Lum,2010,330048
4060500,More Than the Rainbow,2012,1082
4061005,Morning,2010,2876
4061095,Morning Glory,2010,31011732
4062522,Mother and Child,2009,1110286
4062773,Mother of George,2013,145400
4063090,Motherhood,2009,92900
4064584,Movie 43,2013,8828771
4066640,Mr. Nobody,2009,3600
4066772,Mr. Popper's Penguins,2011,68224452
4068244,Much Ado About Nothing,2012,4327763
4068386,Mud,2012,21590086
4069820,Multiple Sarcasms,2010,28943
4070277,Munger Road,2011,266190
4071558,Muscle Shoals,2013,695625
4071700,Museum Hours,2012,83725
4072172,Musical Chairs,2011,31478
4074414,My Bloody Valentine,2009,51545952
4075238,My Dog Tulip,2009,246574
4076968,My Life in Ruins,2009,8662318
4077950,My One and Only,2009,2475970
4078103,My Perestroika,2010,241875
4078290,My Reincarnation,2011,92674
4078674,My Sister's Keeper,2009,49200230
4078803,My Soul to Take,2010,14637490
4079168,My Uncle Rafael,2012,210156
4079281,My Week with Marilyn,2011,14600347
4080201,Mystery Team,2009,77126
4082069,N-Secure,2010,2592808
4086369,Nanny McPhee and the Big Bang,2010,29197642
4086989,Narco Cultura,2013,144405
4089244,Natural Selection,2011,48153
4089377,Nature Calls,2012,382
4091473,Nebraska,2013,17654912
4092626,Neil Young Journeys,2011,214588
4095320,Never Let Me Go,2010,2434652
4095456,Never Stand Still,2012,13685
4096202,New in Town,2009,16734283
4096839,New Year's Eve,2011,54544638
4097336,Newlyweds,2011,4584
4097568,Next Day Air,2009,10017041
4097746,Next Year Jerusalem,2013,6931
4100002,Night at the Museum: Battle of the Smithsonian,2009,177243721
4100083,Night Catches Us,2010,75795
4100406,Night Moves,2013,252903
4102876,Nine,2009,19664021
4103261,Ninja Assassin,2009,38105077
4104185,Nitro Circus: The Movie,2012,3376905
4104557,No,2012,2343664
4105346,"No God, No Master",2013,6738
4105597,No Impact Man: The Documentary,2009,96396
4106403,No One Lives,2012,72140
4106626,No Place on Earth,2012,199659
4107227,No Strings Attached,2011,70662220
4108075,Nobody,2009,14271
4108203,Nobody Walks,2012,24995
4112167,Not Easily Broken,2009,10572742
4112201,Not Fade Away,2012,607327
4112257,Not Forgotten,2009,53723
4112603,Not Since You,2009,5670
4112756,Not Today,2013,317903
4113403,Nothing Left to Fear,2013,7886
4113659,Notorious,2009,36842118
4114499,Now & Later,2009,1808
4114740,Now You See Me,2013,117723989
4114766,"Now, Forager",2012,10895
4123049,Objectified,2009,8668
4123193,Oblivion,2013,89021735
4123462,Observe and Report,2009,23993605
4123502,Obsessed,2009,68261644
4123774,"OC87: The Obsessive Compulsive, Major Depression, Bipolar, Asperger's Movie",2010,43108
4124002,Occupy Unmasked,2012,51787
4124434,October Baby,2011,5355847
4124436,October Country,2009,26185
4124532,Oculus,2013,27695246
4124556,Océans,2009,19422319
4125813,Off and Running,2009,15205
4126475,Officer Down,2013,0
4127231,Oh My God,2009,38244
4128613,Oka!,2011,18364
4129285,Old Boy,2013,2162593
4129347,Old Dogs,2009,49492060
4130861,Olympus Has Fallen,2013,98925640
4132968,On the Ice,2011,70526
4133260,On the Road,2012,717753
4134770,Ondine,2009,548934
4135069,One Chance,2013,89722
4135179,One Day,2011,13843771
4135409,One Direction: This Is Us,2013,28873374
4135625,One for the Money,2012,26414527
4137187,One Peace at a Time,2009,9508
4137459,One Small Hitch,2013,5328
4137719,One Track Heart: The Story of Krishna Das,2012,90179
4138719,Only God Forgives,2013,778565
4138819,Only Lovers Left Alive,2013,1879534
4138968,Only the Young,2012,7138
4141778,Opposite Blood,2012,265000
4142601,Orchestra of Exiles,2012,34188
4143092,Orgasm Inc.,2009,47622
4143888,Orphan,2009,41596251
4146489,Otter 501,2012,23656
4147062,Our Family Wedding,2010,20246959
4147259,Our Idiot Brother,2011,24814830
4147584,Our Nixon,2013,19249
4148546,Out of Order,2013,1500000
4148771,Out of the Clear Blue Sky,2012,16050
4148853,Out of the Furnace,2013,11326836
4149148,Out the Gate,2011,21059
4149704,Outrage,2009,286654
4151321,Oy Vey! My Son Is Gay!!,2009,87154
4151481,Oz the Great and Powerful,2013,234911825
4152601,Pacific Rim,2013,101802906
4153240,Page One: Inside the New York Times,2011,1067028
4153395,Pague Um & Leve Todos,2009,19652919
4153568,Pain & Gain,2013,49875291
4154951,Palo Alto,2013,750100
4154958,Palo Pinto Gold,2009,57500
4155811,Pandora's Promise,2013,66643
4155828,Pandorum,2009,10330853
4157791,Paper Heart,2009,1269361
4157825,Paper Man,2009,15388
4159914,Paranoia,2013,7376027
4160004,Paranormal Activity 2,2010,84752907
4160005,Paranormal Activity 3,2011,104007828
4160008,Paranormal Activity 4,2012,53921300
4160122,ParaNorman,2012,56003051
4160654,Parental Guidance,2012,77267296
4160784,Pariah,2011,758099
4161436,Parker,2013,17609982
4161514,Parkland,2013,652355
4162037,Particle Fever,2013,869838
4164106,Passion Play,2010,3669
4164203,Passione,2010,258222
4164786,Patagonia Rising,2011,1674
4166404,Paul,2011,37412945
4166436,Paul Blart: Mall Cop,2009,146336178
4166508,Paul Goodman Changed My Life,2011,34605
4166705,Paul Williams Still Alive,2011,37649
4167199,Pawn,2013,2137
4167216,Pawn Shop Chronicles,2013,4915
4167964,"Peace, Love & Misunderstanding",2011,539896
4168266,Pearl Jam Twenty,2011,454784
4168942,Peep World,2010,10908
4168999,Peeples,2013,9123834
4169612,Pelotero,2011,44689
4170758,People Like Us,2012,12412386
4170852,People v. The State of Illusion,2012,38332
4171625,Percy Jackson & the Olympians: The Lightning Thief,2010,88761720
4171628,Percy Jackson: Sea of Monsters,2013,68559554
4171858,Perestroika,2009,21684
4174620,Pete Smalls Is Dead,2010,10000
4174717,Peter and Vandy,2009,11276
4175866,Phantom,2013,1200000
4176427,Phil Ochs: There But for Fortune,2010,259362
4176679,Philomena,2013,37707719
4177291,Photographic Memory,2011,7711
4178429,Picture Me: A Model's Diary,2009,11848
4181926,Piranha 3D,2010,25003155
4181928,Piranha 3DD,2012,376512
4182130,Pirates of the Caribbean: On Stranger Tides,2011,241071802
4182696,Pitch Perfect,2012,65001093
4183870,Planes,2013,90288712
4183891,Planet 51,2009,42086887
4184970,Play the Game,2009,661209
4185111,Playback,2012,252
4185851,Playing for Keeps,2012,13101142
4186424,Please Give,2010,4033268
4187330,Plush,2013,2843
4189574,Polanski,2009,4843
4195160,Post Grad,2009,6373693
4198478,Preacher's Kid,2010,514522
4198543,Precious,2009,47395661
4198733,Predators,2010,52000688
4199717,Premium Rush,2012,20275446
4201373,Price Check,2012,6240
4201740,Priest,2011,29136626
4202541,Prince Avalanche,2013,204951
4202666,Prince of Persia: The Sands of Time,2010,90759676
4202926,Princess Ka'iulani,2009,883887
4203700,Prisoners,2013,61002302
4206624,Project Nim,2011,410077
4206764,Project X,2012,54731865
4207045,Prom,2011,10130219
4207202,Prometheus,2012,126477084
4207329,Promised Land,2012,7597898
4208460,Provinces of Night,2010,12971
4210093,Public Enemies,2009,97104620
4210213,Public Speaking,2010,61640
4211418,Puncture,2011,67071
4212454,Purgatorio,2012,171060
4212957,Push,2009,31806100
4213226,Puss in Boots,2011,149260504
4214052,Putty Hill,2010,48132
4217747,Queen of the Lot,2010,158233
4220012,R.I.P.D.,2013,33618855
4220156,Ra.One,2011,2511689
4220423,Rabbit Hole,2010,2229058
4220815,Race to Witch Mountain,2009,67172594
4221027,Racing Dreams,2009,63052
4221500,Radio Free Albemuth,2010,5553
4221638,Radio Unnameable,2012,24017
4224660,Ramona and Beezus,2010,26161406
4224724,Rampart,2011,969239
4225394,Rango,2011,123477607
4227394,Raw Faith,2010,1486
4227832,Raze,2013,3453
4229179,Real Steel,2011,85468508
4231340,RED,2010,90380162
4231410,RED 2,2013,53262560
4231710,Red Dawn,2012,44806783
4231973,Red Hook Summer,2012,338803
4232179,Red Lights,2012,52624
4232434,Red Riding Hood,2011,37662162
4232722,Red State,2011,1104682
4232767,Red Tails,2012,49876377
4233220,Redemption Road,2010,27012
4233552,Redwood Highway,2013,132297
4234409,Refuge,2012,2554
4235700,Rejoice and Shout,2010,100119
4236676,Remember Me,2010,19068240
4238088,Renovation,2010,146146
4238425,Repentance,2013,1179327
4238606,Repo Men,2010,13794835
4239622,Resident Evil: Afterlife,2010,60128566
4239635,Resident Evil: Retribution,2012,42345531
4240291,Restless,2011,163141
4240478,Restrepo,2010,1330894
4240566,Resurrect Dead: The Mystery of the Toynbee Tiles,2011,14861
4241335,Return,2011,6717
4242575,Revenge of the Electric Car,2011,150307
4242603,Revenge of the Mekons,2013,11568
4245200,Rid of Me,2011,10373
4245214,Riddick,2013,42025135
4247291,Rio,2011,143619809
4247980,Rise of the Guardians,2012,103412758
4247997,Rise of the Planet of the Apes,2011,176760185
4248021,Rise of the Undead,2013,450
4248134,Rising from Ashes,2012,37673
4249774,Road to Nowhere,2010,40294
4249978,Roadie,2011,7556
4250934,Robin Hood,2010,105269730
4251334,Robot & Frank,2012,3325638
4252185,Rock of Ages,2012,38518613
4256006,Room 237,2012,259765
4257515,Rosencrantz and Guildenstern Are Undead,2009,71007
4259486,Royal Kill,2009,50090
4260310,Ruby Sparks,2012,2540106
4262032,Runaway Slave,2012,47813
4262183,Runner Runner,2013,19316646
4262352,Running from Crazy,2013,31761
4262943,Rush,2013,26947624
4267377,Safe,2012,17142080
4267453,Safe Haven,2013,71349120
4267481,Safe House,2012,126373434
4267659,Safety Not Guaranteed,2012,4010957
4268613,Saint John of Las Vegas,2009,102645
4268636,Saint Misbehavin': The Wavy Gravy Movie,2009,28772
4269301,Sal,2011,6800
4269786,Salinger,2013,575775
4270202,Salt,2010,118311368
4270655,Salvation Boulevard,2011,27445
4271941,Samsara,2011,2601847
4272939,Sanctum,2011,23070045
4277967,Savages,2012,47382068
4278010,Savannah,2013,36746
4278185,Save the Date,2012,3755
4278611,Saving Mr. Banks,2013,83301580
4278882,Saw 3D,2010,45710178
4278904,Saw VI,2009,27669413
4280313,Scary Movie 5,2013,32015787
4280364,Scatter My Ashes at Bergdorf's,2013,501625
4283392,Scorn,2011,2206
4283599,Scott Pilgrim vs. the World,2010,31494270
4284038,Scream 4,2011,38180928
4286577,Season of the Witch,2011,24827228
4286667,Seasons of Gray,2013,70600
4288085,Secretariat,2010,59713955
4289843,Seeking a Friend for the End of the World,2012,6619173
4289872,Seeking Justice,2011,390571
4293168,Senna,2010,1612430
4294459,Serbuan maut,2011,4105123
4294942,Serious Moonlight,2009,25137
4296314,Seven Days in Utopia,2011,18000000
4297267,Sex and the City 2,2010,95347692
4302145,Shanghai,2010,44689
4302165,Shanghai Calling,2012,10443
4303023,Shark Night 3D,2011,18872522
4304787,She's Out of My League,2010,31584722
4305957,Shepard & Dark,2012,9684
4306094,Sherlock Holmes,2009,209028679
4306160,Sherlock Holmes: A Game of Shadows,2011,187573200
4309616,Sholem Aleichem: Laughing in the Darkness,2011,906666
4310509,Short Term 12,2013,1010414
4310594,Shorts,2009,20916309
4311603,Shrek Forever After,2010,238371987
4311770,Shrink,2009,189332
4312494,Shutter Island,2010,128012934
4313900,Side by Side,2012,28592
4313937,Side Effects,2013,32172757
4315933,Silent Hill: Revelation,2012,17529157
4315940,Silent House,2011,12555230
4316050,Silent Night,2012,14567
4316754,Silver Circle,2013,4080
4316825,Silver Linings Playbook,2012,132092958
4317305,Simon Killer,2012,21303
4318022,Sin nombre,2009,2534351
4318768,Sing Your Song,2011,47718
4319278,Sinister,2012,48086903
4320510,Sistemas,2009,2276347
4322195,Skateland,2010,14944
4323934,Skyfall,2012,304360277
4324022,Skyline,2010,21371425
4324624,Slaughter Creek,2011,116487
4325546,Sleepwalk with Me,2012,2263436
4327597,"Small, Beautifully Moving Parts",2011,6711
4327775,Smash & Grab: The Story of the Pink Panthers,2013,18765
4327796,Smash His Camera,2010,2367
4327833,Smashed,2012,375981
4328256,Smiling Through the Apocalypse,2013,4198
4329225,Snake & Mongoose,2013,152200
4330041,Snitch,2013,42930462
4330350,Snow Flower and the Secret Fan,2011,1348205
4330481,Snow White and the Huntsman,2012,155332381
4330713,Snowpiercer,2013,4563650
4331273,So This Is Christmas,2013,6934
4333264,Sol LeWitt,2012,11022
4333822,Soldiers of Fortune,2012,38842
4334285,Solitary Man,2009,4360548
